author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,source_uri,keywords,abstract,uri_me,category,source,EOL
"Prasenjit Mitra, Natasha F. Noy, Anuj R. Jaiswal","OMEN: A Probabilistic Ontology Mapping Tool",537-547,2005,,http://dx.doi.org/10.1007/11574620_39,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Giorgos Flouris, Dimitris Plexousakis, Grigoris Antoniou","On Applying the AGM Theory to DLs and OWL",216-231,2005,,http://dx.doi.org/10.1007/11574620_18,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Alain Léger, Lyndon J. B. Nixon, Pavel Shvaiko","On Identifying Knowledge Processing Requirements",928-943,2005,,http://dx.doi.org/10.1007/11574620_66,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Yuanbo Guo, Jeff Heflin","On Logical Consequence for Collections of OWL Documents",338-352,2005,,http://dx.doi.org/10.1007/11574620_26,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Mark Giereth","On Partial Encryption of RDF-Graphs",308-322,2005,,http://dx.doi.org/10.1007/11574620_24,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Boris Motik","On the Properties of Metamodeling in OWL",548-562,2005,,http://dx.doi.org/10.1007/11574620_40,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Deepali Khushraj, Ora Lassila","Ontological Approach to Generating Personalized User Interfaces for Web Services",916-927,2005,,http://dx.doi.org/10.1007/11574620_65,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Peter Mika","Ontologies Are Us: A Unified Model of Social Networks and Semantics",522-536,2005,,http://dx.doi.org/10.1007/11574620_38,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Peter Plessers, Olga De Troyer","Ontology Change Detection Using a Version Log",578-592,2005,,http://dx.doi.org/10.1007/11574620_42,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Aldo Gangemi","Ontology Design Patterns for Semantic Web Content",262-276,2005,,http://dx.doi.org/10.1007/11574620_21,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Raúl Palma, Peter Haase","Oyster - Sharing and Re-using Ontologies in a Peer-to-Peer Community",1059-1062,2005,,http://dx.doi.org/10.1007/11574620_77,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Semantic Web Challenge",,EOL
"David Huynh, Stefano Mazzocchi, David R. Karger","Piggy Bank: Experience the Semantic Web Inside Your Web Browser",413-430,2005,,http://dx.doi.org/10.1007/11574620_31,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Stijn Heymans, Davy Van Nieuwenborgh, Dirk Vermeir","Preferential Reasoning on a Web of Trust",368-382,2005,,http://dx.doi.org/10.1007/11574620_28,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Sylvia C. Wong, Simon Miles, Weijian Fang, Paul T. Groth, Luc Moreau","Provenance-Based Validation of E-Science Experiments",801-815,2005,,http://dx.doi.org/10.1007/11574620_57,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Abraham Bernstein, Esther Kaufmann, Anne Göhring, Christoph Kiefer","Querying Ontologies: A Controlled English Interface for End-Users",112-126,2005,,http://dx.doi.org/10.1007/11574620_11,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Sui-Yu Wang, Yuanbo Guo, Abir Qasem, Jeff Heflin","Rapid Benchmarking for Semantic Web Knowledge Base Systems",758-772,2005,,http://dx.doi.org/10.1007/11574620_54,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Jean-François Baget","RDF Entailment as a Graph Homomorphism",82-96,2005,,http://dx.doi.org/10.1007/11574620_9,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Zhisheng Huang, Heiner Stuckenschmidt","Reasoning with Multi-version Ontologies: A Temporal Logic Approach",398-412,2005,,http://dx.doi.org/10.1007/11574620_30,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Alexander Schutz, Paul Buitelaar","RelExt: A Tool for Relation Extraction from Text in Ontology Extension",593-606,2005,,http://dx.doi.org/10.1007/11574620_43,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Vladimir Kolovski, Bijan Parsia, Yarden Katz, James A. Hendler","Representing Web Service Policies in OWL-DL",461-475,2005,,http://dx.doi.org/10.1007/11574620_34,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Pascal Hitzler, Denny Vrandecic","Resolution-Based Approximate Reasoning for OWL DL",383-397,2005,,http://dx.doi.org/10.1007/11574620_29,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Roberto Basili, Marco Cammisa, Emanuele Donati","RitroveRAI: A Web Application for Semantic Indexing and Hyperlinking of Multimedia News",97-111,2005,,http://dx.doi.org/10.1007/11574620_10,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Matoula Magiridou, S. Sahtouris, Vassilis Christophides, Manolis Koubarakis","RUL: A Declarative Update Language for RDF",506-521,2005,,http://dx.doi.org/10.1007/11574620_37,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Alexander Löser, Christoph Tempich, Bastian Quilitz, Wolf-Tilo Balke, Steffen Staab, Wolfgang Nejdl","Searching Dynamic Communities with Personal Indexes",491-505,2005,,http://dx.doi.org/10.1007/11574620_36,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Alfred Z. Spector","Semantic Acceleration Helping Realize the Semantic Web Vision or ""The Practical Web""",4-4,2005,,http://dx.doi.org/10.1007/11574620_2,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Invited Talk Paper",,EOL
"Stefania Ghita, Wolfgang Nejdl, Raluca Paiu","Semantically Rich Recommendations in Social Networks for Sharing, Exchanging and Ranking Semantic Context",293-307,2005,,http://dx.doi.org/10.1007/11574620_23,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Trevor D. Collins, Paul Mulholland, Zdenek Zdráhal","Semantic Browsing of Digital Collections",127-141,2005,,http://dx.doi.org/10.1007/11574620_12,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Ross G. Ackland, Kerry L. Taylor, Laurent Lefort, Mark A. Cameron, Joel Rahman","Semantic Service Integration for Water Resource Management",816-828,2005,,http://dx.doi.org/10.1007/11574620_58,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Daniel J. Weitzner","Semantic Web Public Policy Challenges: Privacy, Provenance, Property and Personhood",5-5,2005,,http://dx.doi.org/10.1007/11574620_3,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Invited Talk Paper",,EOL
"Antoon Goderis, Ulrike Sattler, Phillip W. Lord, Carole A. Goble","Seven Bottlenecks to Workflow Reuse and Repurposing",323-337,2005,,http://dx.doi.org/10.1007/11574620_25,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Anastasia Analyti, Grigoris Antoniou, Carlos Viegas Damásio, Gerd Wagner","Stable Model Theory for Extended RDF Ontologies",21-36,2005,,http://dx.doi.org/10.1007/11574620_5,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Martin J. O'Connor, Holger Knublauch, Samson W. Tu, Benjamin N. Grosof, Mike Dean, William E. Grosso, Mark A. Musen","Supporting Rule System Interoperability on the Semantic Web with SWRL",974-986,2005,,http://dx.doi.org/10.1007/11574620_69,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Takefumi Naganuma, Shoji Kurakake","Task Knowledge Based Retrieval for Service Relevant to Mobile User's Activity",959-973,2005,,http://dx.doi.org/10.1007/11574620_68,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"James Starz, Brian P. Kettler, Peter Haglich, Jason Losco, Gary Edwards, Mark Hoffman","The Concept Object Web for Knowledge Management",1041-1049,2005,,http://dx.doi.org/10.1007/11574620_74,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Arash Shaban-Nejad, Christopher J. O. Baker, Volker Haarslev, Greg Butler","The FungalWeb Ontology: Semantic Web Challenges in Bioinformatics and Genomics",1063-1066,2005,,http://dx.doi.org/10.1007/11574620_78,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Semantic Web Challenge",,EOL
"Fabian Abel, Robert Baumgartner, Adrian Brooks, Christian Enzi, Georg Gottlob, Nicola Henze, Marcus Herzog, Matthias Kriesell, Wolfgang Nejdl, Kai Tomaschewski","The Personal Publication Reader",1050-1053,2005,,http://dx.doi.org/10.1007/11574620_75,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Semantic Web Challenge",,EOL
"Anupriya Ankolekar, Massimo Paolucci, Katia P. Sycara","Towards a Formal Verification of OWL-S Process Models",37-51,2005,,http://dx.doi.org/10.1007/11574620_6,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Harith Alani, Yannis Kalfoglou, Kieron O'Hara, Nigel Shadbolt","Towards a Killer App for the Semantic Web",829-843,2005,,http://dx.doi.org/10.1007/11574620_59,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Kewei Tu, Miao Xiong, Lei Zhang 0007, Haiping Zhu, Jie Zhang, Yong Yu","Towards Imaging Large-Scale Ontologies for Quick Understanding and Analysis",702-715,2005,,http://dx.doi.org/10.1007/11574620_50,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Takahiro Kawamura, Kouji Ueno, Shinichi Nagano, Tetsuo Hasegawa, Akihiko Ohsuga","Ubiquitous Service Finder Discovery of Services Semantically Derived from Metadata in Ubiquitous Computing",902-915,2005,,http://dx.doi.org/10.1007/11574620_64,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Industrial Track Paper",,EOL
"Carole A. Goble","Using the Semantic Web for e-Science: Inspiration, Incubation, Irritation",1-3,2005,,http://dx.doi.org/10.1007/11574620_1,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Invited Talk Paper",,EOL
"Jan Wielemaker, Guus Schreiber, Bob J. Wielinga","Using Triples for Implementation: The Triple20 Ontology-Manipulation Tool",773-785,2005,,http://dx.doi.org/10.1007/11574620_55,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Tsz-Chiu Au, Ugur Kuter, Dana S. Nau","Web Service Composition with Volatile Information",52-66,2005,,http://dx.doi.org/10.1007/11574620_7,http://data.semanticweb.org/conference/iswc/2005/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Research Track Paper",,EOL
"Kurt Reichinger,Robert Baumgartner,Gerd Reichinger","A Prototype for Integrated ENUM and FOAF Queries",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-16.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Valentin Zacharias","A topic hierarchy on the web",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-60.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Roar Fjellheim,David Norheim","AKSIO - An application of Semantic Web technology for knowledge management in the petroleum industry",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-18.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Ashley Smith,Leslie Carr,Wendy Hall","An Opportunistic Approach to Adding Value to a Photograph Collection",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-24.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Alan Smeaton,Colum Foley,Kieran McDonald","Annodex-ing Broadcast TV News for Semantic Browsing and",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-12.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Ioan Toma,Dumitru Roman,Kashif Iqbal","ASG - Adaptive Services Grid",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-94.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Aditya Kalyanpur,Bijan Parsia,Evren Sirin","Black Box Debugging of Unsatisfiable Classes",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-90.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Takeshi Morita,Noriaki Izumi,Naoki Fukuta,Takahira Yamaguchi","Building up RDF and RDFS Descriptions with Meta-Model Management",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-28.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Minsoo Kim","Class-Based OWL Ontology Visualization and Editor",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-56.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Faisal Alkhateeb,Jean-François Baget,Jérôme Euzenat","Complex Path Queries for RDF Graphs",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-52.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Ulf Rerrer","Composing Semantic Web Services with OWL-S for Location-Based Services",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-38.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
"Eero Hyvönen,Arttu Valo,Katri Seppälä,Tomi Kauppinen,Ville Komulainen,Tuukka Ruotsalo,Mirva Salminen,Anu Ylisalmi","Creating a National Content and Service Infrastructure",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-2.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2005,"Poster Paper",,EOL
